-1.000000000000000e+00	-1.000000000000000e+00
-9.900000000000000e-01	-8.551803929624994e-01
-9.800000000000000e-01	-7.204462747999995e-01
-9.700000000000000e-01	-5.953917023874998e-01
-9.600000000000000e-01	-4.796199935999997e-01
-9.500000000000000e-01	-3.727436328125001e-01
-9.399999999999999e-01	-2.743841763999997e-01
-9.299999999999999e-01	-1.841721582374996e-01
-9.200000000000000e-01	-1.017469952000002e-01
-9.100000000000000e-01	-2.675689266250033e-02
-9.000000000000000e-01	4.114124999999998e-02
-8.900000000000000e-01	1.022819339124997e-01
-8.800000000000000e-01	1.569911552000000e-01
-8.700000000000000e-01	2.055864994875000e-01
-8.600000000000000e-01	2.483772363999999e-01
-8.500000000000000e-01	2.856644140625001e-01
-8.400000000000000e-01	3.177409536000003e-01
-8.300000000000000e-01	3.448917436375000e-01
-8.200000000000001e-01	3.673937347999999e-01
-8.100000000000001e-01	3.855160342124999e-01
-8.000000000000000e-01	3.995199999999999e-01
-7.900000000000000e-01	4.096593357874998e-01
-7.800000000000000e-01	4.161801852000001e-01
-7.700000000000000e-01	4.193212263625000e-01
-7.600000000000000e-01	4.193137664000000e-01
-7.500000000000000e-01	4.163818359375000e-01
-7.400000000000000e-01	4.107422836000000e-01
-7.300000000000000e-01	4.026048705124999e-01
-7.200000000000000e-01	3.921723648000000e-01
-7.100000000000000e-01	3.796406360875000e-01
-7.000000000000000e-01	3.651987499999999e-01
-6.899999999999999e-01	3.490290626624999e-01
-6.799999999999999e-01	3.313073152000000e-01
-6.699999999999999e-01	3.122027282374998e-01
-6.599999999999999e-01	2.918780963999998e-01
-6.499999999999999e-01	2.704898828124998e-01
-6.400000000000000e-01	2.481883136000000e-01
-6.300000000000000e-01	2.251174723875000e-01
-6.200000000000000e-01	2.014153948000001e-01
-6.100000000000000e-01	1.772141629625000e-01
-6.000000000000000e-01	1.526400000000000e-01
-5.900000000000000e-01	1.278133645374999e-01
-5.800000000000001e-01	1.028490452000002e-01
-5.700000000000001e-01	7.785625511250011e-02
-5.600000000000001e-01	5.293872640000009e-02
-5.500000000000000e-01	2.819480468750012e-02
-5.400000000000000e-01	3.717543600000067e-03
-5.300000000000000e-01	-2.040520073749993e-02
-5.200000000000000e-01	-4.409067519999992e-02
-5.100000000000000e-01	-6.726113516250001e-02
-5.000000000000000e-01	-8.984375000000000e-02
-4.900000000000000e-01	-1.117705085875000e-01
-4.800000000000000e-01	-1.329781248000000e-01
-4.700000000000000e-01	-1.534079430125000e-01
-4.600000000000000e-01	-1.730058436000001e-01
-4.500000000000000e-01	-1.917221484375000e-01
-4.399999999999999e-01	-2.095115264000000e-01
-4.299999999999999e-01	-2.263328988625001e-01
-4.200000000000000e-01	-2.421493452000000e-01
-4.100000000000000e-01	-2.569280082875000e-01
-4.000000000000000e-01	-2.706399999999999e-01
-3.900000000000000e-01	-2.832603067125000e-01
-3.800000000000000e-01	-2.947676948000000e-01
-3.700000000000000e-01	-3.051446161375000e-01
-3.600000000000000e-01	-3.143771136000000e-01
-3.500000000000000e-01	-3.224547265625000e-01
-3.400000000000000e-01	-3.293703964000000e-01
-3.300000000000000e-01	-3.351203719875000e-01
-3.200000000000000e-01	-3.397041152000000e-01
-3.099999999999999e-01	-3.431242064125001e-01
-2.999999999999999e-01	-3.453862500000000e-01
-2.900000000000000e-01	-3.464987798375000e-01
-2.800000000000000e-01	-3.464731648000000e-01
-2.700000000000000e-01	-3.453235142625000e-01
-2.600000000000000e-01	-3.430665836000000e-01
-2.500000000000000e-01	-3.397216796875000e-01
-2.400000000000000e-01	-3.353105664000000e-01
-2.300000000000000e-01	-3.298573701125000e-01
-2.200000000000000e-01	-3.233884852000000e-01
-2.100000000000000e-01	-3.159324795374999e-01
-2.000000000000000e-01	-3.075200000000000e-01
-1.899999999999999e-01	-2.981836779625000e-01
-1.799999999999999e-01	-2.879580347999999e-01
-1.699999999999999e-01	-2.768793873874999e-01
-1.600000000000000e-01	-2.649857536000001e-01
-1.500000000000000e-01	-2.523167578125000e-01
-1.400000000000000e-01	-2.389135364000000e-01
-1.300000000000000e-01	-2.248186432375000e-01
-1.200000000000000e-01	-2.100759552000000e-01
-1.100000000000000e-01	-1.947305776625000e-01
-9.999999999999998e-02	-1.788287499999999e-01
